CAD_E|CAPSM10011186//12/24/2010 12:03:28 AM
CAD_U|CAPSM|E63|AIQ|20101224000328|A-32L|||//12/24/2010 12:03:28 AM
CAD_U|CABEU|GAB4|AIQ|20100809080132|BEU-30|||//12/24/2010 6:50:46 AM
CAD_U|CABEU|GAB4|AIQ|20100809080132|BEU-30|||//12/24/2010 6:50:46 AM
CAD_U|CABEU|GAB5|AIQ|20100810072317|BEU-30|||//12/24/2010 6:50:47 AM
CAD_U|CABEU|GAB5|AIQ|20100810072317|BEU-30|||//12/24/2010 6:50:47 AM
CAD_U|CABEU|GAB5|AIQ|20100810072317|BEU-30|||//12/24/2010 6:50:47 AM
CAD_U|CABEU|GAB6|AIQ|20100803072441|BEU-30|||//12/24/2010 6:50:48 AM
CAD_U|CABEU|GAB6|AIQ|20100803072441|BEU-30|||//12/24/2010 6:50:48 AM
CAD_U|CABEU|GAB6|AIQ|20100803072441|BEU-30|||//12/24/2010 6:50:48 AM
CAD_U|CABEU|HLT406|AIQ|20100709074820|BEU-30|||//12/24/2010 6:50:49 AM
CAD_U|CABEU|HLT406|AIQ|20100709074820|BEU-30|||//12/24/2010 6:50:49 AM
CAD_U|CABEU|HLT406|AIQ|20100709074820|BEU-30|||//12/24/2010 6:50:49 AM
CAD_U|CACDF|T80|AIQ|20101106122813|HAAB|||//12/24/2010 6:50:49 AM
CAD_U|CACDF|T80|AIQ|20101106122813|HAAB|||//12/24/2010 6:50:49 AM
CAD_U|CACDF|T81|AIQ|20101106122816|HAAB|||//12/24/2010 6:50:49 AM
CAD_U|CACDF|T81|AIQ|20101106122816|HAAB|||//12/24/2010 6:50:49 AM
CAD_U|CASLC|ME22|DSP|20101224065042|N-3A|10011190|FCS|CASLU2010009938//12/24/2010 6:52:46 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 6:53:13 AM
CAD_U|CASLC|ME22|ENR|20101224065313|N-3A|10011190|FCS|CASLU2010009938//12/24/2010 6:53:13 AM
CAD_U|CASLC|ME22|ENR|20101224065313|N-3A|10011190|FCS|CASLU2010009938//12/24/2010 6:53:13 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 6:53:14 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 6:57:08 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 6:59:04 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 7:00:18 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 7:00:38 AM
CAD_U|CASLC|ME22|ENR|20101224065313|N-3A|10011190|FCS|CASLU2010009938//12/24/2010 7:00:38 AM
CAD_U|CAFKU|E4362|AIQ|20101207145415|FKU-2|||//12/24/2010 7:00:41 AM
CAD_U|CAFKU|E4362|AIQ|20101207145415|FKU-2|||//12/24/2010 7:00:41 AM
CAD_U|CAFKU|E4362|AIQ|20101207145415|FKU-2|||//12/24/2010 7:00:41 AM
CAD_U|CAFKU|E4362|AIQ|20101207145415|FKU-2|||//12/24/2010 7:00:47 AM
CAD_U|CAFKU|E4362|AIQ|20101207145415|FKU-2|||//12/24/2010 7:00:47 AM
CAD_U|CAFKU|E4362|AIQ|20101207145415|FKU-2|||//12/24/2010 7:00:47 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 7:01:07 AM
CAD_U|CASLC|ME22|ENR|20101224065313|N-3A|10011190|FCS|CASLU2010009938//12/24/2010 7:01:07 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 7:03:37 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 7:03:55 AM
CAD_U|CASLC|ME22|ENR|20101224065313|N-3A|10011190|FCS|CASLU2010009938//12/24/2010 7:03:55 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 7:04:22 AM
CAD_E|CASLU10011190|CASLU2010009938|LAGUNA NEGRA LN / SHERIDA|20101224065037|FCS|FIRE, SMOKE CHECK|-120.576880|35.052963|2198 LAGUNA NEGRA LN / 550 SHERIDAN RD |SLO_CO|||735_A_7/09_T11N_R35W_S||||ME22//12/24/2010 7:04:35 AM
CAD_E|CASLU10011190//12/24/2010 7:04:44 AM
CAD_U|CASLC|ME22|AIQ|20101224070444|N-3A|||//12/24/2010 7:04:44 AM
CAD_U|CABEU|E4656|AIQ|20101223164202|BEU-30|||//12/24/2010 7:08:08 AM
CAD_U|CABEU|E4656|AIQ|20101223164202|BEU-30|||//12/24/2010 7:08:08 AM
CAD_U|CABEU|E4656|AIQ|20101223164202|BEU-30|||//12/24/2010 7:08:08 AM
CAD_U|CABEU|E4673|AIQ|20101219072139|BEU-30|||//12/24/2010 7:08:09 AM
CAD_U|CABEU|E4673|AIQ|20101219072139|BEU-30|||//12/24/2010 7:08:09 AM
CAD_U|CABEU|E4673|AIQ|20101219072139|BEU-30|||//12/24/2010 7:08:09 AM
CAD_U|CABEU|GAB1|AIQ|20101220071236|BEU-30|||//12/24/2010 7:08:10 AM
CAD_U|CABEU|GAB1|AIQ|20101220071236|BEU-30|||//12/24/2010 7:08:10 AM
CAD_U|CABEU|GAB1|AIQ|20101220071236|BEU-30|||//12/24/2010 7:08:10 AM
CAD_U|CABEU|GAB2|AIQ|20101221073121|BEU-30|||//12/24/2010 7:08:11 AM
CAD_U|CABEU|GAB2|AIQ|20101221073121|BEU-30|||//12/24/2010 7:08:11 AM
CAD_U|CABEU|GAB2|AIQ|20101221073121|BEU-30|||//12/24/2010 7:08:11 AM
CAD_U|CABEU|GAB3|AIQ|20101220071415|BEU-30|||//12/24/2010 7:08:12 AM
CAD_U|CABEU|GAB3|AIQ|20101220071415|BEU-30|||//12/24/2010 7:08:12 AM
CAD_U|CABEU|GAB3|AIQ|20101220071415|BEU-30|||//12/24/2010 7:08:12 AM
CAD_U|CABEU|GAB6|AIQ|20101221073608|BEU-30|||//12/24/2010 7:08:13 AM
CAD_U|CABEU|GAB6|AIQ|20101221073608|BEU-30|||//12/24/2010 7:08:13 AM
CAD_U|CABEU|GAB6|AIQ|20101221073608|BEU-30|||//12/24/2010 7:08:13 AM
CAD_U|CAFKU|E4352|AIQ|20101116123428|FKU-2|||//12/24/2010 7:08:14 AM
CAD_U|CAFKU|E4352|AIQ|20101116123428|FKU-2|||//12/24/2010 7:08:14 AM
CAD_U|CAFKU|E4352|AIQ|20101116123428|FKU-2|||//12/24/2010 7:08:14 AM
CAD_U|CAFKU|E4353|AIQ|20101220072600|FKU-2|||//12/24/2010 7:08:15 AM
CAD_U|CAFKU|E4353|AIQ|20101220072600|FKU-2|||//12/24/2010 7:08:15 AM
CAD_U|CAFKU|E4353|AIQ|20101220072600|FKU-2|||//12/24/2010 7:08:15 AM
CAD_U|CAFKU|E4362|AIQ|20101207145415|FKU-2|||//12/24/2010 7:08:17 AM
CAD_U|CAFKU|E4362|AIQ|20101207145415|FKU-2|||//12/24/2010 7:08:17 AM
CAD_U|CAFKU|E4362|AIQ|20101207145415|FKU-2|||//12/24/2010 7:08:17 AM
CAD_U|CAFKU|E4373|AIQ|20101221133530|FKU-2|||//12/24/2010 7:08:18 AM
CAD_U|CAFKU|E4373|AIQ|20101221133530|FKU-2|||//12/24/2010 7:08:18 AM
CAD_U|CAFKU|E4373|AIQ|20101221133530|FKU-2|||//12/24/2010 7:08:18 AM
CAD_U|CAFKU|E4391|AIQ|20101214151158|FKU-2|||//12/24/2010 7:08:19 AM
CAD_U|CAFKU|E4391|AIQ|20101214151158|FKU-2|||//12/24/2010 7:08:19 AM
CAD_U|CAFKU|E4391|AIQ|20101214151158|FKU-2|||//12/24/2010 7:08:19 AM
CAD_U|CAFKU|MIR1|AIQ|20101221083123|FKU-2|||//12/24/2010 7:08:20 AM
CAD_U|CAFKU|MIR1|AIQ|20101221083123|FKU-2|||//12/24/2010 7:08:20 AM
CAD_U|CAFKU|MIR1|AIQ|20101221083123|FKU-2|||//12/24/2010 7:08:20 AM
CAD_U|CAFKU|MIR3|AIQ|20101220081410|FKU-1A|||//12/24/2010 7:08:21 AM
CAD_U|CAFKU|MIR3|AIQ|20101220081410|FKU-1A|||//12/24/2010 7:08:21 AM
CAD_U|CAFKU|MIR3|AIQ|20101220081410|FKU-1A|||//12/24/2010 7:08:21 AM
CAD_U|CAFKU|MIR4|AIQ|20101223082018|FKU-2|||//12/24/2010 7:08:22 AM
CAD_U|CAFKU|MIR4|AIQ|20101223082018|FKU-2|||//12/24/2010 7:08:22 AM
CAD_U|CAFKU|MIR4|AIQ|20101223082018|FKU-2|||//12/24/2010 7:08:22 AM
CAD_U|CASLC|E10|AIQ|20101219210010|G-16A|||//12/24/2010 7:14:44 AM
CAD_U|CASLC|E21|AIQ|20101222141221|A-22A||OUT|//12/24/2010 7:15:03 AM
CAD_U|CASLC|CR21|AIQ|20101216182757|A-22A|||//12/24/2010 7:15:35 AM
CAD_U|CABEU|E4656|AIQ|20101223164202|BEU-30|||//12/24/2010 7:18:42 AM
CAD_U|CABEU|E4656|AIQ|20101223164202|BEU-30|||//12/24/2010 7:18:42 AM
CAD_U|CABEU|E4656|AIQ|20101223164202|BEU-30|||//12/24/2010 7:18:42 AM
CAD_U|CABEU|E4656|AIQ|20101223164202|BEU-30|||//12/24/2010 7:18:48 AM
CAD_U|CABEU|E4656|AIQ|20101223164202|BEU-30|||//12/24/2010 7:18:48 AM
CAD_U|CABEU|E4656|AIQ|20101223164202|BEU-30|||//12/24/2010 7:18:48 AM
CAD_U|CASLU|E3467|AIQ|20101223173424|B-7A|||//12/24/2010 7:20:57 AM
CAD_U|CABEU|GAB1|OFF//12/24/2010 7:22:04 AM
CAD_E|CASLU10011155|CACDF2010000818|2010 XBO Flood Fight|20101220170000|PAF|PA, FLOODING|-121.297500|38.553889|SAC COMMAND CENTER||||||||//12/24/2010 7:22:43 AM
CAD_U|CABEU|GAB2|AIQ|20101221073121|BEU-30|||//12/24/2010 7:23:03 AM
CAD_U|CABEU|GAB2|AIQ|20101221073121|BEU-30|||//12/24/2010 7:23:03 AM
CAD_U|CABEU|GAB2|AIQ|20101221073121|BEU-30|||//12/24/2010 7:23:03 AM
CAD_U|CABEU|GAB2|AIQ|20101221073121|BEU-30|||//12/24/2010 7:23:08 AM
CAD_U|CABEU|GAB2|AIQ|20101221073121|BEU-30|||//12/24/2010 7:23:08 AM
CAD_U|CABEU|GAB2|AIQ|20101221073121|BEU-30|||//12/24/2010 7:23:08 AM
CAD_U|CASLU|B3422|AIQ|20101224072329|A-36E|||//12/24/2010 7:23:29 AM
CAD_U|CABEU|GAB3|AIQ|20101220071415|BEU-30|||//12/24/2010 7:23:52 AM
CAD_U|CABEU|GAB3|AIQ|20101220071415|BEU-30|||//12/24/2010 7:23:52 AM
CAD_U|CABEU|GAB3|AIQ|20101220071415|BEU-30|||//12/24/2010 7:23:52 AM
CAD_U|CASLU|D3442|AIQ|20101224072357|R-8B|||//12/24/2010 7:23:57 AM
CAD_U|CABEU|GAB3|AIQ|20101220071415|BEU-30|||//12/24/2010 7:23:59 AM
CAD_U|CABEU|GAB3|AIQ|20101220071415|BEU-30|||//12/24/2010 7:23:59 AM
CAD_U|CABEU|GAB3|AIQ|20101220071415|BEU-30|||//12/24/2010 7:23:59 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:24:30 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:24:30 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:24:31 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:24:31 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:24:31 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:25:09 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:25:09 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:25:09 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:25:15 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:25:15 AM
CAD_U|CABEU|GAB5|AIQ|20101224072429|BEU-30|||//12/24/2010 7:25:15 AM
CAD_U|CABEU|GAB6|AIQ|20101221073608|BEU-30|||//12/24/2010 7:25:51 AM
CAD_U|CABEU|GAB6|AIQ|20101221073608|BEU-30|||//12/24/2010 7:25:51 AM
CAD_U|CABEU|GAB6|AIQ|20101221073608|BEU-30|||//12/24/2010 7:25:51 AM
CAD_U|CABEU|GAB6|AIQ|20101221073608|BEU-30|||//12/24/2010 7:25:56 AM
CAD_U|CABEU|GAB6|AIQ|20101221073608|BEU-30|||//12/24/2010 7:25:56 AM
CAD_U|CABEU|GAB6|AIQ|20101221073608|BEU-30|||//12/24/2010 7:25:56 AM
CAD_U|CAFKU|E4353|AIQ|20101220072600|FKU-2|||//12/24/2010 7:32:12 AM
CAD_U|CAFKU|E4353|AIQ|20101220072600|FKU-2|||//12/24/2010 7:32:12 AM
CAD_U|CAFKU|E4353|AIQ|20101220072600|FKU-2|||//12/24/2010 7:32:12 AM
CAD_U|CAFKU|E4353|AIQ|20101220072600|FKU-2|||//12/24/2010 7:32:17 AM
CAD_U|CAFKU|E4353|AIQ|20101220072600|FKU-2|||//12/24/2010 7:32:17 AM
CAD_U|CAFKU|E4353|AIQ|20101220072600|FKU-2|||//12/24/2010 7:32:17 AM
CAD_U|CASLU|D3442|AIQ|20101224073503|R-8B|||//12/24/2010 7:35:03 AM
CAD_U|CASLU|D3441|AIQ|20101224073509|K-11A|||//12/24/2010 7:35:09 AM
CAD_U|CASLU|D3442|AIQ|20101224073503|R-8B|||//12/24/2010 7:35:12 AM
CAD_U|CASLC|E31|AIQ|20101221162914|D-15A||OUT|//12/24/2010 7:36:07 AM
CAD_U|CASLU|F3408|OFF//12/24/2010 7:37:02 AM
CAD_U|CACDF|AA430|AIQ|20101113125813|FAAB|||//12/24/2010 7:40:17 AM
CAD_U|CACDF|AA430|AIQ|20101113125813|FAAB|||//12/24/2010 7:40:17 AM
CAD_U|CAFKU|D4340|AIQ|20100707182148|FKU-1A|||//12/24/2010 7:40:18 AM
CAD_U|CAFKU|D4340|AIQ|20100707182148|FKU-1A|||//12/24/2010 7:40:18 AM
CAD_U|CAFKU|D4340|AIQ|20100707182148|FKU-1A|||//12/24/2010 7:40:18 AM
CAD_U|CAFKU|D4341|AIQ|20100802150352|FKU-1A|||//12/24/2010 7:40:19 AM
CAD_U|CAFKU|D4341|AIQ|20100802150352|FKU-1A|||//12/24/2010 7:40:19 AM
CAD_U|CACDF|C406|AIQ|20100811114507|BVHB|||//12/24/2010 7:40:19 AM
CAD_U|CACDF|C406|AIQ|20100811114507|BVHB|||//12/24/2010 7:40:19 AM
CAD_U|CABEU|D4641|AIQ|20100721171102|BEU-30|||//12/24/2010 7:40:20 AM
CAD_U|CABEU|D4641|AIQ|20100721171102|BEU-30|||//12/24/2010 7:40:20 AM
CAD_U|CABEU|D4641|AIQ|20100721171102|BEU-30|||//12/24/2010 7:40:20 AM
CAD_U|CABEU|D4643|AIQ|20100726075237|BEU-30|||//12/24/2010 7:40:21 AM
CAD_U|CABEU|D4643|AIQ|20100726075237|BEU-30|||//12/24/2010 7:40:21 AM
CAD_U|CABEU|D4643|AIQ|20100726075237|BEU-30|||//12/24/2010 7:40:21 AM
CAD_U|CABEU|D4645|AIQ|20100810083056|BEU-30|||//12/24/2010 7:40:22 AM
CAD_U|CABEU|D4645|AIQ|20100810083056|BEU-30|||//12/24/2010 7:40:22 AM
CAD_U|CABEU|D4645|AIQ|20100810083056|BEU-30|||//12/24/2010 7:40:22 AM
CAD_U|CABEU|E4656|AIQ|20100717163742|BEU-30|||//12/24/2010 7:40:24 AM
CAD_U|CABEU|E4656|AIQ|20100717163742|BEU-30|||//12/24/2010 7:40:24 AM
CAD_U|CABEU|E4656|AIQ|20100717163742|BEU-30|||//12/24/2010 7:40:24 AM
CAD_U|CABEU|E4660|AIQ|20100621080844|BEU-30|||//12/24/2010 7:40:25 AM
CAD_U|CABEU|E4660|AIQ|20100621080844|BEU-30|||//12/24/2010 7:40:25 AM
CAD_U|CABEU|E4660|AIQ|20100621080844|BEU-30|||//12/24/2010 7:40:25 AM
CAD_U|CABEU|E4661|AIQ|20100621080612|BEU-30|||//12/24/2010 7:40:26 AM
CAD_U|CABEU|E4661|AIQ|20100621080612|BEU-30|||//12/24/2010 7:40:26 AM
CAD_U|CABEU|E4661|AIQ|20100621080612|BEU-30|||//12/24/2010 7:40:26 AM
CAD_U|CABEU|E4663|AIQ|20100716204059|BEU-30|||//12/24/2010 7:40:27 AM
CAD_U|CABEU|E4663|AIQ|20100716204059|BEU-30|||//12/24/2010 7:40:27 AM
CAD_U|CABEU|E4663|AIQ|20100716204059|BEU-30|||//12/24/2010 7:40:27 AM
CAD_U|CABEU|E4664|AIQ|20101106122820|BEU-31|||//12/24/2010 7:40:28 AM
CAD_U|CABEU|E4664|AIQ|20101106122820|BEU-31|||//12/24/2010 7:40:28 AM
CAD_U|CABEU|E4665|AIQ|20100612172022|BEU-30|||//12/24/2010 7:40:29 AM
CAD_U|CABEU|E4665|AIQ|20100612172022|BEU-30|||//12/24/2010 7:40:29 AM
CAD_U|CABEU|E4665|AIQ|20100612172022|BEU-30|||//12/24/2010 7:40:29 AM
CAD_U|CABEU|E4666|AIQ|20100621075236|BEU-30|||//12/24/2010 7:40:30 AM
CAD_U|CABEU|E4666|AIQ|20100621075236|BEU-30|||//12/24/2010 7:40:30 AM
CAD_U|CABEU|E4666|AIQ|20100621075236|BEU-30|||//12/24/2010 7:40:30 AM
CAD_U|CABEU|E4673|AIQ|20100627164624|BEU-30|||//12/24/2010 7:40:31 AM
CAD_U|CABEU|E4673|AIQ|20100627164624|BEU-30|||//12/24/2010 7:40:31 AM
CAD_U|CABEU|E4673|AIQ|20100627164624|BEU-30|||//12/24/2010 7:40:31 AM
CAD_U|CABEU|E4674|AIQ|20100804182838|BEU-30|||//12/24/2010 7:40:32 AM
CAD_U|CABEU|E4674|AIQ|20100804182838|BEU-30|||//12/24/2010 7:40:32 AM
CAD_U|CAFKU|E4352|AIQ|20100805130713|FKU-2|||//12/24/2010 7:40:34 AM
CAD_U|CAFKU|E4352|AIQ|20100805130713|FKU-2|||//12/24/2010 7:40:34 AM
CAD_U|CAFKU|E4352|AIQ|20100805130713|FKU-2|||//12/24/2010 7:40:34 AM
CAD_U|CAFKU|E4353|AIQ|20100801201503|FKU-2|||//12/24/2010 7:40:35 AM
CAD_U|CAFKU|E4353|AIQ|20100801201503|FKU-2|||//12/24/2010 7:40:35 AM
CAD_U|CAFKU|E4353|AIQ|20100801201503|FKU-2|||//12/24/2010 7:40:35 AM
CAD_U|CAFKU|E4354|AIQ|20100803063451|FKU-1A|||//12/24/2010 7:40:36 AM
CAD_U|CAFKU|E4354|AIQ|20100803063451|FKU-1A|||//12/24/2010 7:40:36 AM
CAD_U|CAFKU|E4361|AIQ|20100805131415|FKU-1A|||//12/24/2010 7:40:37 AM
CAD_U|CAFKU|E4361|AIQ|20100805131415|FKU-1A|||//12/24/2010 7:40:37 AM
CAD_U|CAFKU|E4361|AIQ|20100805131415|FKU-1A|||//12/24/2010 7:40:37 AM
CAD_U|CAFKU|E4362|AIQ|20100801201513|FKU-2|||//12/24/2010 7:40:38 AM
CAD_U|CAFKU|E4362|AIQ|20100801201513|FKU-2|||//12/24/2010 7:40:38 AM
CAD_U|CAFKU|E4362|AIQ|20100801201513|FKU-2|||//12/24/2010 7:40:38 AM
CAD_U|CAFKU|E4363|AIQ|20100801194139|FKU-2|||//12/24/2010 7:40:39 AM
CAD_U|CAFKU|E4363|AIQ|20100801194139|FKU-2|||//12/24/2010 7:40:39 AM
CAD_U|CAFKU|E4363|AIQ|20100801194139|FKU-2|||//12/24/2010 7:40:39 AM
CAD_U|CABEU|E4675|AIQ|20100621075346|BEU-30|||//12/24/2010 7:40:40 AM
CAD_U|CABEU|E4675|AIQ|20100621075346|BEU-30|||//12/24/2010 7:40:40 AM
CAD_U|CABEU|E4675|AIQ|20100621075346|BEU-30|||//12/24/2010 7:40:40 AM
CAD_U|CABEU|E4677|AIQ|20100805152855|BEU-30|||//12/24/2010 7:40:41 AM
CAD_U|CABEU|E4677|AIQ|20100805152855|BEU-30|||//12/24/2010 7:40:41 AM
CAD_U|CABEU|E4677|AIQ|20100805152855|BEU-30|||//12/24/2010 7:40:41 AM
CAD_U|CABEU|E4679|AIQ|20100723133641|BEU-30|||//12/24/2010 7:40:42 AM
CAD_U|CABEU|E4679|AIQ|20100723133641|BEU-30|||//12/24/2010 7:40:42 AM
CAD_U|CABEU|E4679|AIQ|20100723133641|BEU-30|||//12/24/2010 7:40:42 AM
CAD_U|CABEU|E4681|AIQ|20100619070355|BEU-30|||//12/24/2010 7:40:44 AM
CAD_U|CABEU|E4681|AIQ|20100619070355|BEU-30|||//12/24/2010 7:40:44 AM
CAD_U|CABEU|E4681|AIQ|20100619070355|BEU-30|||//12/24/2010 7:40:44 AM
CAD_U|CABEU|E4684|AIQ|20101106122827|BEU-35|||//12/24/2010 7:40:45 AM
CAD_U|CABEU|E4684|AIQ|20101106122827|BEU-35|||//12/24/2010 7:40:45 AM
CAD_U|CABEU|E4685|AIQ|20100802090450|BEU-30|||//12/24/2010 7:40:46 AM
CAD_U|CABEU|E4685|AIQ|20100802090450|BEU-30|||//12/24/2010 7:40:46 AM
CAD_U|CABEU|E4685|AIQ|20100802090450|BEU-30|||//12/24/2010 7:40:46 AM
CAD_U|CABEU|E4691|AIQ|20100711114712|BEU-30|||//12/24/2010 7:40:47 AM
CAD_U|CABEU|E4691|AIQ|20100711114712|BEU-30|||//12/24/2010 7:40:47 AM
CAD_U|CABEU|E4691|AIQ|20100711114712|BEU-30|||//12/24/2010 7:40:47 AM
CAD_U|CABEU|E4693|AIQ|20100717203928|BEU-30|||//12/24/2010 7:40:48 AM
CAD_U|CABEU|E4693|AIQ|20100717203928|BEU-30|||//12/24/2010 7:40:48 AM
CAD_U|CABEU|E4693|AIQ|20100717203928|BEU-30|||//12/24/2010 7:40:48 AM
CAD_U|CABEU|E4694|AIQ|20101106122832|BEU-30|||//12/24/2010 7:40:49 AM
CAD_U|CABEU|E4694|AIQ|20101106122832|BEU-30|||//12/24/2010 7:40:49 AM
CAD_U|CABEU|GAB1|AIQ|20100810072045|BEU-30|||//12/24/2010 7:40:50 AM
CAD_U|CABEU|GAB1|AIQ|20100810072045|BEU-30|||//12/24/2010 7:40:50 AM
CAD_U|CABEU|GAB1|AIQ|20100810072045|BEU-30|||//12/24/2010 7:40:50 AM
CAD_U|CABEU|GAB2|AIQ|20100809075208|BEU-30|||//12/24/2010 7:40:51 AM
CAD_U|CABEU|GAB2|AIQ|20100809075208|BEU-30|||//12/24/2010 7:40:51 AM
CAD_U|CABEU|GAB2|AIQ|20100809075208|BEU-30|||//12/24/2010 7:40:51 AM
CAD_U|CABEU|GAB3|AIQ|20100803211550|BEU-30|||//12/24/2010 7:40:52 AM
CAD_U|CABEU|GAB3|AIQ|20100803211550|BEU-30|||//12/24/2010 7:40:52 AM
CAD_U|CABEU|GAB3|AIQ|20100803211550|BEU-30|||//12/24/2010 7:40:52 AM
CAD_U|CABEU|GAB4|AIQ|20100809080132|BEU-30|||//12/24/2010 7:40:54 AM
CAD_U|CABEU|GAB4|AIQ|20100809080132|BEU-30|||//12/24/2010 7:40:54 AM
CAD_U|CABEU|GAB4|AIQ|20100809080132|BEU-30|||//12/24/2010 7:40:54 AM
CAD_U|CABEU|GAB5|AIQ|20100810072317|BEU-30|||//12/24/2010 7:40:55 AM
CAD_U|CABEU|GAB5|AIQ|20100810072317|BEU-30|||//12/24/2010 7:40:55 AM
CAD_U|CABEU|GAB5|AIQ|20100810072317|BEU-30|||//12/24/2010 7:40:55 AM
CAD_U|CABEU|GAB6|AIQ|20100803072441|BEU-30|||//12/24/2010 7:40:56 AM
CAD_U|CABEU|GAB6|AIQ|20100803072441|BEU-30|||//12/24/2010 7:40:56 AM
CAD_U|CABEU|GAB6|AIQ|20100803072441|BEU-30|||//12/24/2010 7:40:56 AM
CAD_U|CABEU|HLT406|AIQ|20100709074820|BEU-30|||//12/24/2010 7:40:57 AM
CAD_U|CABEU|HLT406|AIQ|20100709074820|BEU-30|||//12/24/2010 7:40:57 AM
CAD_U|CABEU|HLT406|AIQ|20100709074820|BEU-30|||//12/24/2010 7:40:57 AM
CAD_U|CACDF|T80|AIQ|20101106122813|HAAB|||//12/24/2010 7:40:57 AM
CAD_U|CACDF|T80|AIQ|20101106122813|HAAB|||//12/24/2010 7:40:57 AM
CAD_U|CACDF|T81|AIQ|20101106122816|HAAB|||//12/24/2010 7:40:57 AM
CAD_U|CACDF|T81|AIQ|20101106122816|HAAB|||//12/24/2010 7:40:57 AM
CAD_U|CAFKU|E4364|AIQ|20100801200156|FKU-1A|||//12/24/2010 7:40:58 AM
CAD_U|CAFKU|E4364|AIQ|20100801200156|FKU-1A|||//12/24/2010 7:40:58 AM
CAD_U|CAFKU|E4368|AIQ|20100805125956|FKU-2|||//12/24/2010 7:40:59 AM
CAD_U|CAFKU|E4368|AIQ|20100805125956|FKU-2|||//12/24/2010 7:40:59 AM
